amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,source,source_type,source_class,waterpoint_type
0,Mar-201,Government Of Tanzania,0,DWE,36.58706723,-6.07952352,Rare,Wami / Ruvu,Rare,Dodoma,1,3,Kongwa,Rare,0,TRUE,VWC,Mtan,TRUE,1987,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe multiple
500,Aug-201,Rc,574,Rare,34.8545282,-11.29229189,Rare,Lake Nyasa,Rare,Ruvuma,10,3,Mbinga,Rare,86,TRUE,VWC,MISSION,TRUE,2012,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jul-201,Government Of Tanzania,0,DWE,30.93708299,-1.60495365,Rare,Lake Victoria,Rare,Kagera,18,1,Karagwe,Rare,0,TRUE,VWC,Nyamitoko  water,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,spring,spring,groundwater,communal standpipe
500,Jun-201,Isf,495,Rare,38.07624467,-4.46151394,Mareti B,Pangani,Rare,Kilimanjaro,3,3,Same,Rare,200,TRUE,Water authority,Saseni,TRUE,2013,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,river,river/lake,surface,communal standpipe
500,Feb-201,Tcrs,576,TCRS,36.46567378,-11.56459195,Shuleni,Ruvuma / Southern Coast,Rare,Ruvuma,10,5,Namtumbo,Rare,600,TRUE,WUG,,FALSE,2007,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Government Of Tanzania,1341,RWE,37.30106602,-3.23064524,Kwa Mafteri Macha,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,1,FALSE,VWC,Otaruni water supply,TRUE,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,other
0,Mar-201,Rare,0,Rare,36.07400133,-6.22625269,Mlebe Primary,Wami / Ruvu,Rare,Dodoma,1,4,Chamwino,Rare,0,TRUE,VWC,Mleb,TRUE,1987,mono,mono,motorpump,vwc,user-group,Rare,Rare,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe multiple
0,Jan-201,Old Bank,55,Rare,39.76284041,-10.01025775,Rare,Ruvuma / Southern Coast,Kitumbikwela,Lindi,80,62,Lindi Rural,Rare,400,TRUE,Rare,,TRUE,2009,afridev,afridev,handpump,vwc,user-group,Rare,Rare,soft,good,insufficient,machine dbh,borehole,groundwater,hand pump
30,Feb-201,Private Individual,1060.32,Da,38.84612979,-6.54570541,Mrangi,Wami / Ruvu,Rare,Pwani,6,1,Bagamoyo,Rare,24,FALSE,Company,Bagamoyo Wate,TRUE,2006,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
0,Apr-201,Rare,0,Rare,33.87045438,-9.25092098,Rare,Lake Nyasa,Rare,Mbeya,12,4,Rungwe,Rare,0,TRUE,VWC,D,Missing,1987,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,1097,Kiliwater,37.6593394,-3.23790014,Kwa Baltazari Rimisho,Pangani,Rare,Kilimanjaro,3,1,Rombo,Rare,1,TRUE,Company,New keni water supply,TRUE,2008,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,1471,Rare,36.7875873,-3.35714641,Kanangira Ndetaulo,Pangani,Rare,Arusha,2,7,Meru,Rare,96,TRUE,VWC,Kimundo gravity water supply,TRUE,1989,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Mar-201,Government Of Tanzania,1060.32,DWE,39.5148135,-8.5294035,Rare,Ruvuma / Southern Coast,Rare,Lindi,80,13,Kilwa,Rare,60,TRUE,VWC,Songosongo Water supply,TRUE,1975,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,other
30,Mar-201,Rare,632,Rare,37.81527739,-4.39704967,Kwenye Boza,Pangani,Kwa Sasu,Kilimanjaro,3,3,Same,Rare,42,TRUE,Water authority,,TRUE,2010,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,machine dbh,borehole,groundwater,communal standpipe
0,Apr-201,Government Of Tanzania,1665,RWE,37.28734489,-3.18660673,Kwa Evaristo Msafiri,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,1,FALSE,VWC,Otaruni water supply,TRUE,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,other
0,Mar-201,Rare,1488,Rare,37.11581633,-3.17311468,Kwa Elivinus Mmary,Pangani,Rare,Kilimanjaro,3,7,Siha,Rare,1,TRUE,Water Board,Isuhuni water supply,TRUE,2002,other,other,other,water board,user-group,pay monthly,monthly,soft,good,enough,Rare,Rare,unknown,other
5,Mar-201,Rare,1209,DWE,37.26850537,-3.25881364,Kwa Pantaleo Munishi,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,30,TRUE,Water Board,Lyamungo umbwe water supply,TRUE,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
0,Feb-201,Rare,1384,Rare,34.56969463,-5.19362074,Kinyampembee Prim,Internal,Rare,Singida,13,2,Singida Rural,Rare,423,TRUE,VWC,,Missing,1990,other,other,other,vwc,user-group,Rare,Rare,soft,good,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe
25,Dec-201,Ces(gmbh),682,DWE,37.348554,-3.61643337,Kwa Esrael Msumanje,Pangani,Miswakini,Kilimanjaro,3,4,Moshi Rural,Rare,50,TRUE,Water Board,Kirua kahe pumping water trust,TRUE,2008,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Mar-201,Government Of Tanzania,0,Rare,35.83483615,-6.76248007,Maooda,Rufiji,Rare,Dodoma,1,4,Chamwino,Rare,0,TRUE,VWC,Ilew,TRUE,1987,mono,mono,motorpump,vwc,user-group,Rare,Rare,soft,good,dry,machine dbh,borehole,groundwater,communal standpipe multiple
0,Aug-201,Tasaf,1832,DWE,31.75069809,-8.65675989,Kwa Leopod Mwinyi,Lake Rukwa,Rare,Rukwa,15,2,Sumbawanga Rural,Rare,340,TRUE,VWC,,FALSE,2008,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Feb-201,Danida,1369,DANIDA,34.95920923,-10.95944805,Kwa Mzee Myenzi,Lake Nyasa,Gwangiro,Ruvuma,10,3,Mbinga,Rare,50,Missing,VWC,DANIDA,TRUE,1993,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,dry,spring,spring,groundwater,communal standpipe
0,Feb-201,Rwssp,0,DWE,34.89,-6.37,Rare,Lake Victoria,Rare,Shinyanga,17,1,Bariadi,Rare,0,TRUE,WUG,,FALSE,1987,walimi,other handpump,handpump,wug,user-group,Rare,Rare,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Jul-201,Rare,0,DWE,31.1629459,-1.77038365,Rare,Lake Victoria,Rugabo,Kagera,18,1,Karagwe,Rare,0,TRUE,VWC,Misha water suppl,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Apr-201,Rare,0,Rare,33.8682458,-9.33424789,Rare,Lake Nyasa,Rare,Mbeya,12,4,Rungwe,Rare,0,TRUE,VWC,N,Missing,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
2000,Feb-201,Danida,1392,DANID,35.90868401,-7.66199254,Rare,Rufiji,Rare,Iringa,11,7,Kilolo,Rare,50,TRUE,VWC,Mawala,TRUE,1984,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,river,river/lake,surface,communal standpipe
0,Mar-201,Government Of Tanzania,0,Gover,36.56360653,-6.68849463,Kwamatonya,Wami / Ruvu,Rare,Dodoma,1,1,Mpwapwa,Rare,0,TRUE,VWC,Pwag,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,communal standpipe
50,Jan-201,Tasaf,81,DWE,39.34887814,-8.79396431,Rare,Ruvuma / Southern Coast,Rare,Lindi,80,13,Kilwa,Rare,412,TRUE,VWC,Nangurukuru water supply,TRUE,2004,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Dec-201,Rare,1487,DWE,37.23416321,-2.82624609,Kwa Lengeteni,Internal,Rare,Arusha,2,6,Longido,Rare,200,TRUE,VWC,Lerang'wa water saply,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,river,river/lake,surface,cattle trough
0,Mar-201,Rc Church,1391,Rare,36.69508406,-3.03555181,Zahanati,Internal,Rare,Arusha,2,6,Longido,Rare,80,TRUE,Parastatal,,Missing,1988,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Nov-201,Mission,0,Rare,33.9827865,-3.4462762,Rare,Internal,Rare,Shinyanga,17,2,Maswa,Rare,0,TRUE,WUG,,FALSE,1987,gravity,gravity,gravity,wug,user-group,Rare,Rare,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Aug-201,Tasaf,0,TASAF,34.89,-6.37,Zahanati,Lake Victoria,Lyulu,Mwanza,19,6,Geita,Rare,0,TRUE,VWC,,TRUE,1987,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe
0,Feb-201,World Vision,0,Rare,32.46675307,-3.56829128,Rare,Lake Tanganyika,Bushimangila,Shinyanga,17,3,Kahama,Rare,0,TRUE,Rare,,TRUE,1987,other,other,other,wug,user-group,Rare,Rare,milky,milky,seasonal,shallow well,shallow well,groundwater,other
0,Apr-201,Rare,0,Rare,33.85155057,-8.82751708,Kwa Mwinjiristi,Rufiji,Rare,Mbeya,12,7,Mbarali,Rare,0,TRUE,WUA,,TRUE,1987,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Mar-201,Government Of Tanzania,398,DWE,38.44002158,-4.4203661,Rare,Pangani,Kambayo,Tanga,4,1,Lushoto,Rare,1,TRUE,VWC,Kinyang`ga stree,TRUE,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,other
0,Feb-201,Rare,1242,SEMA,34.55040219,-4.3385562,Rare,Internal,Rare,Singida,13,1,Iramba,Rare,548,TRUE,VWC,,TRUE,1994,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,hand pump
100,Mar-201,Rc Church,881,Rare,37.71996788,-4.05396102,Rare,Pangani,Rare,Kilimanjaro,3,3,Same,Rare,200,TRUE,Water authority,,TRUE,2010,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,salty,salty,enough,machine dbh,borehole,groundwater,communal standpipe
0,Mar-201,Government Of Tanzania,2110,Commu,34.04508629,-9.34654565,Rare,Lake Nyasa,Rare,Iringa,11,3,Makete,Rare,0,TRUE,WUA,Kitula,FALSE,1990,gravity,gravity,gravity,wua,user-group,never pay,never pay,unknown,unknown,dry,spring,spring,groundwater,communal standpipe
0,Feb-201,Rare,1060.32,Rare,39.39831896,-7.10543627,Kwa Yena,Wami / Ruvu,Rare,Pwani,60,43,Mkuranga,Rare,560,TRUE,VWC,,FALSE,2008,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,hand dtw,borehole,groundwater,other
25,Mar-201,Rare,51,Rare,39.09553702,-6.64226052,Jiwe La Msingi,Wami / Ruvu,New Ciity,Dar es Salaam,7,1,Kinondoni,Rare,153,TRUE,VWC,,FALSE,2010,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
0,Mar-201,Dh,516,Rare,36.98641066,-7.40350778,Rare,Rufiji,Rare,Morogoro,5,1,Kilosa,Rare,100,TRUE,Company,Mi,TRUE,1998,gravity,gravity,gravity,company,commercial,never pay,never pay,soft,good,enough,river,river/lake,surface,communal standpipe
0,Feb-201,Rare,1427,Rare,34.60971639,-9.97008064,Rare,Lake Nyasa,Majengo,Iringa,11,5,Ludewa,Rare,52,TRUE,VWC,Mgowel,FALSE,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,1070,Rare,35.27669133,-3.33359429,Mashambani/Mchungaji,Internal,Rare,Arusha,2,5,Ngorongoro,Rare,200,TRUE,VWC,Endenoga water scheme,TRUE,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
10,Sep-201,Rare,787,Rare,37.47402975,-3.39225047,Kwa Jofrey Mshana,Pangani,Rare,Kilimanjaro,3,4,Moshi Rural,Rare,1,TRUE,WUA,Uchira water users association,TRUE,2001,gravity,gravity,gravity,wua,user-group,pay per bucket,per bucket,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,476,Rare,37.52469872,-6.7777791,Kwa Mohammed Sale,Wami / Ruvu,Kimambila,Morogoro,5,6,Mvomero,Rare,1,TRUE,VWC,,TRUE,2010,other - swn 81,other handpump,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,shallow well,shallow well,groundwater,hand pump
0,Feb-201,Ministry Of Water,1329,Idara ya maji,34.52484653,-5.64946531,Rare,Rufiji,Rare,Singida,13,3,Manyoni,Rare,1600,TRUE,VWC,Sanjaranda water supply,FALSE,1978,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe multiple
0,Aug-201,Hesawa,0,DWE,33.69826325,-2.7373887,Kwaluhemeja,Lake Victoria,Rare,Mwanza,19,2,Magu,Rare,0,TRUE,Rare,,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
2000,Mar-201,District Council,1086,District Council,37.62089834,-3.76374157,Kwa Shahudi,Pangani,Rare,Kilimanjaro,3,2,Mwanga,Rare,30,TRUE,Water Board,Shahude water supply,TRUE,1972,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Mar-201,World Vision,0,World vision,33.7882136,-3.3322655,Rare,Internal,Rare,Shinyanga,17,2,Maswa,Rare,0,TRUE,WUG,,FALSE,1987,gravity,gravity,gravity,wug,user-group,Rare,Rare,soft,good,dry,rainwater harvesting,rainwater harvesting,surface,communal standpipe
1000,Mar-201,Danida,1875,DWE,35.11828514,-8.56532375,Rare,Rufiji,Rare,Iringa,11,2,Mufindi,Rare,0,TRUE,VWC,,TRUE,1987,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,hand dtw,borehole,groundwater,hand pump
0,Feb-201,Rare,1343,TWESA,30.59735889,-3.7529121,Mwalimu Prosper,Lake Tanganyika,Mugaziumoja,Kigoma,16,1,Kibondo,Rare,120,TRUE,VWC,Nyaruyoba /Kasaka gravity water,FALSE,2003,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Feb-201,Adra,1667,Rare,35.50531685,-4.40964794,Rare,Internal,Mwigau,Manyara,21,2,Hanang,Rare,245,TRUE,VWC,Kijiji,TRUE,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
20,Mar-201,Government Of Tanzania,996,DWE,36.81336069,-3.48127912,Kwa Segalai,Pangani,Rare,Arusha,2,2,Arusha Rural,Nduruma,100,TRUE,VWC,Machumba estate pipe line,TRUE,2000,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Jan-201,Rare,1462,DWE,34.42186611,-4.35745391,Mguruku,Internal,Mguruku,Singida,13,1,Iramba,Rare,247,TRUE,VWC,,TRUE,1994,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
0,Jul-201,Government Of Tanzania,1265,RWE,32.91902459,-2.00826536,Shuleni,Lake Victoria,Shuleni,Mwanza,19,1,Ukerewe,Rare,350,TRUE,VWC,Muriti Water Supply,TRUE,1974,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,lake,river/lake,surface,communal standpipe multiple
0,Jul-201,Government Of Tanzania,0,Government,33.05058819,-2.55558745,Rare,Lake Victoria,Rare,Mwanza,19,2,Magu,Rare,0,TRUE,VWC,None,TRUE,1987,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,lake,river/lake,surface,communal standpipe multiple
0,Dec-201,World Bank,0,Rare,32.88814635,-5.11268168,Shule Ya Sekondari Ndevelwa,Lake Tanganyika,Rare,Tabora,14,6,Tabora Urban,Rare,0,FALSE,VWC,,TRUE,1987,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,machine dbh,borehole,groundwater,hand pump
500,Feb-201,Danida,808,DANIDA,36.06023769,-10.52452594,Kwa Andali Faraji,Rufiji,Nahoro,Ruvuma,10,5,Namtumbo,Rare,600,TRUE,VWC,Libango water use group scheme,TRUE,1982,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,river,river/lake,surface,communal standpipe multiple
0,Mar-201,Hesawa,1607,HESAWA,34.6678303,-1.84725639,Mbonera,Lake Victoria,Rare,Mara,20,2,Serengeti,Rare,200,Missing,Other,,TRUE,1995,nira/tanira,nira/tanira,handpump,Rare,Rare,never pay,never pay,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Rare,616,DWE,37.51402008,-7.01559694,Kwabint Deo,Wami / Ruvu,Rare,Morogoro,5,6,Mvomero,Rare,400,TRUE,VWC,,TRUE,1981,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,shallow well,shallow well,groundwater,hand pump
20,Feb-201,Wateraid,1720,Rare,35.09623547,-4.15592874,Kwa Samson Musanga,Internal,Rare,Manyara,21,3,Mbulu,Rare,192,TRUE,VWC,OMBASI,TRUE,2006,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,communal standpipe
0,Apr-201,Rare,0,Rare,34.01930653,-8.85159012,Kwa Mzee Boniface Kaemele,Rufiji,Rare,Mbeya,12,7,Mbarali,Rare,0,TRUE,VWC,,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,river,river/lake,surface,communal standpipe
0,Feb-201,Government Of Tanzania,478,Government,34.9289415,-11.41712088,Kwa Mzee Ngaunje,Lake Nyasa,Rare,Ruvuma,10,3,Mbinga,Rare,60,Missing,VWC,Government,TRUE,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,spring,spring,groundwater,communal standpipe
0,Feb-201,Rwssp,749,DWE,36.20892056,-11.12227092,Kwa Sandale Majini,Ruvuma / Southern Coast,Rare,Ruvuma,10,5,Namtumbo,Rare,480,TRUE,WUG,,FALSE,2010,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Unicef,1398,DWE,34.59281581,-8.91515889,Kwa Chove,Rufiji,Rare,Iringa,11,4,Njombe,Rare,20,TRUE,WUA,wanging'ombe supply scheme,TRUE,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,enough,river,river/lake,surface,communal standpipe multiple
0,Jul-201,Government Of Tanzania,0,Government,33.14118895,-2.54900715,Kwa Ngowa,Lake Victoria,Ikengele,Mwanza,19,2,Magu,Rare,0,TRUE,VWC,None,TRUE,1987,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Government Of Tanzania,1413,DWE,37.5305356,-3.283835,Kwa Esau Mosha,Pangani,Koaro,Kilimanjaro,3,4,Moshi Rural,Rare,1,FALSE,VWC,Una mkolowoni,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,other
0,Apr-201,Rare,0,DW,37.13222058,-6.15485599,Shuleni,Wami / Ruvu,Shuleni,Morogoro,5,1,Kilosa,Rare,470,TRUE,VWC,,TRUE,1979,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,shallow well,shallow well,groundwater,other
0,Nov-201,World Vision,0,World vision,34.00260449,-3.54984381,Rare,Internal,Rare,Shinyanga,17,2,Maswa,Rare,0,TRUE,WUG,,FALSE,1987,nira/tanira,nira/tanira,handpump,wug,user-group,Rare,Rare,soft,good,enough,shallow well,shallow well,groundwater,hand pump
0,Mar-201,Government Of Tanzania,0,DWE,36.83537818,-6.26437217,Shuleni,Wami / Ruvu,Rare,Dodoma,1,3,Kongwa,Rare,0,TRUE,VWC,Pemb,FALSE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe multiple
500,Mar-201,Rare,1513,Rare,37.67607655,-3.7619331,Kwa Hans Athumani,Pangani,Rare,Kilimanjaro,3,2,Mwanga,Rare,90,TRUE,WUA,Senashida water supply,FALSE,2007,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,river,river/lake,surface,communal standpipe
0,Oct-201,Wateraid,0,Rare,32.86786028,-3.93917882,Nsene A,Internal,Rare,Tabora,14,1,Nzega,Rare,0,TRUE,VWC,,TRUE,1987,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,machine dbh,borehole,groundwater,hand pump
500,Mar-201,Rare,453,RWE,37.85796856,-6.8073306,Shuleni,Wami / Ruvu,Rare,Morogoro,5,2,Morogoro Rural,Rare,300,TRUE,VWC,Kizi,TRUE,1981,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,river,river/lake,surface,communal standpipe
50,Jan-201,Rare,464,Rare,39.42875882,-10.86836786,Msikitini,Ruvuma / Southern Coast,Rare,Mtwara,9,4,Tandahimba,Rare,560,TRUE,Water Board,Mahuta,TRUE,1972,ksb,submersible,submersible,water board,user-group,pay per bucket,per bucket,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Rare,0,Rare,36.16869245,-5.69859975,Rare,Wami / Ruvu,Rare,Dodoma,1,4,Chamwino,Rare,0,TRUE,VWC,Many,TRUE,1987,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple
0,Aug-201,Government Of Tanzania,0,DWE,30.66123043,-1.26336713,Kwalenard,Lake Victoria,Nakajwenge,Kagera,18,1,Karagwe,Rare,0,TRUE,WUG,Kaisho/Isingiro w,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Feb-201,Lga,285,LGA,39.05886673,-10.88256797,Rare,Ruvuma / Southern Coast,Rare,Mtwara,90,33,Masasi,Rare,1,TRUE,VWC,,TRUE,2005,gravity,gravity,gravity,vwc,user-group,Rare,Rare,soft,good,dry,spring,spring,groundwater,other
0,Jul-201,Rare,0,TWESA,30.54601954,-2.46356899,Rare,Lake Victoria,Rare,Kagera,18,30,Ngara,Rare,0,TRUE,VWC,,FALSE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,other
1000,Feb-201,Adb,1395,DWE,35.0922075,-9.07984468,Lima Primary School,Rufiji,Rare,Iringa,11,4,Njombe,Rare,250,TRUE,Water Board,Lima gravity water scheme,FALSE,2008,gravity,gravity,gravity,water board,user-group,pay when scheme fails,on failure,soft,good,enough,river,river/lake,surface,communal standpipe
0,Oct-201,Adb,0,DWE,34.11695514,-3.81955295,Shule Mwamalasa,Internal,Rare,Shinyanga,17,8,Kishapu,Rare,0,FALSE,Parastatal,,FALSE,1987,gravity,gravity,gravity,parastatal,parastatal,Rare,Rare,soft,good,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe
25,Jun-201,Rare,486,Rare,38.08447899,-4.43479576,Rare,Pangani,Rare,Kilimanjaro,3,3,Same,Rare,250,TRUE,Water authority,BADIMKA,TRUE,2011,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,river,river/lake,surface,communal standpipe
1200,Feb-201,Danida,741,DANIDA,36.81748749,-10.59334734,Kwa Masalo,Ruvuma / Southern Coast,Rare,Ruvuma,10,1,Tunduru,Rare,1,TRUE,VWC,,FALSE,1992,other,other,other,vwc,user-group,pay annually,annually,soft,good,insufficient,machine dbh,borehole,groundwater,hand pump
0,Jul-201,Rare,0,Rare,33.63355164,-9.21507701,Rare,Lake Nyasa,Rare,Mbeya,12,4,Rungwe,Rare,0,TRUE,VWC,M,Missing,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Jan-201,Fini Water,254,Rare,38.96150919,-9.96223876,Rare,Ruvuma / Southern Coast,Rare,Lindi,80,53,Ruangwa,Rare,465,TRUE,VWC,,FALSE,1980,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,shallow well,shallow well,groundwater,other
0,Jul-201,Government Of Tanzania,0,DWE,30.99711728,-1.71255735,Rare,Lake Victoria,Rare,Kagera,18,1,Karagwe,Rare,0,TRUE,VWC,Kafulo water supp,TRUE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,spring,spring,groundwater,communal standpipe
0,Mar-201,Government Of Tanzania,0,DWE,36.81168866,-6.26893012,Kwa Mzee Japhet,Wami / Ruvu,Rare,Dodoma,1,3,Kongwa,Rare,0,TRUE,VWC,Pemb,FALSE,1987,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,spring,spring,groundwater,communal standpipe
0,Feb-201,Rare,1794,DWE,34.85834936,-9.09874171,Rare,Rufiji,Rare,Iringa,11,4,Njombe,Rare,50,TRUE,VWC,,FALSE,2007,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,machine dbh,borehole,groundwater,hand pump
1500,Feb-201,Jica,216,Rare,39.16927637,-10.40399936,Rare,Ruvuma / Southern Coast,Rare,Mtwara,90,33,Masasi,Rare,103,TRUE,VWC,,TRUE,2007,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,machine dbh,borehole,groundwater,hand pump
0,Mar-201,Dhv,99,DWE,38.02088892,-7.26771347,Kwa Mzee Kibuhile,Wami / Ruvu,Rare,Morogoro,5,2,Morogoro Rural,Rare,150,TRUE,VWC,,TRUE,1999,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,shallow well,shallow well,groundwater,hand pump
